id,btc_to_usd_rate,eth_to_usd_rate,ltc_to_usd_rate,data_date,ts
1241,16201.15,1138.25,70.54,23/11/2022,42:10.6
1242,16678.85,1210.73,62.55,19/11/2022,42:10.7
1243,16510.9,1198.65,74.06,26/11/2022,42:11.7
1244,16587.6,1202.78,78.61,25/11/2022,42:11.7
1245,16450.32,1204.89,76.45,27/11/2022,42:11.7
1246,16206.23,1167.22,73.92,29/11/2022,42:36.8
1247,16421.63,1193.46,74.86,28/11/2022,42:36.9
1248,16437.94,1216.04,75.78,30/11/2022,42:37.4
1249,17165.44,1294.68,79.2,1/12/2022,42:37.9
1250,17158.42,1308.89,78.13,3/12/2022,42:37.9
1251,16882.86,1240.27,76.43,4/12/2022,42:38.2
1252,16980.07,1276.48,77.58,2/12/2022,42:38.3
1253,17108.9,1279.67,77.15,5/12/2022,42:39.0
1254,16839.76,1231.49,76.92,8/12/2022,42:39.3
1255,16966.05,1259.32,80.21,6/12/2022,42:39.3
1256,17226.03,1280.15,78.25,9/12/2022,42:39.5
1257,17089.18,1271.36,79.91,7/12/2022,42:40.5
1258,17128.1,1266.45,76.35,11/12/2022,42:40.5
1259,17130.49,1262.75,76.3,10/12/2022,42:40.5
1260,17212.9,1275.74,76.23,13/12/2022,42:40.7
1261,17085.62,1263.08,76.5,12/12/2022,42:40.7
1262,17772.98,1320.47,77.37,14/12/2022,43:08.0
1263,17805.36,1307.42,75.34,15/12/2022,43:08.9
1264,16634.29,1166.98,66.24,17/12/2022,43:09.4
1265,17359.1,1266.48,72.43,16/12/2022,43:09.5
1266,16439.98,1167.59,63.34,20/12/2022,43:10.8
1267,16742.33,1183.37,64.42,19/12/2022,43:10.9
1268,16782.23,1187.17,64.91,18/12/2022,43:11.0
1269,16825.18,1213.7,65.39,22/12/2022,43:11.4
1270,16775.88,1219.99,65.76,24/12/2022,43:11.4
1271,16896.17,1216.76,65.57,21/12/2022,43:11.7
1272,16815.28,1217.48,66.17,23/12/2022,43:11.7
1273,16829.19,1218.41,69.19,26/12/2022,43:12.0
1274,16837.24,1220.49,65.75,25/12/2022,43:12.0
1275,16967,1233.75,70.77,27/12/2022,43:12.2
1276,16698.31,1211.06,68.66,28/12/2022,43:12.3
1277,16539.66,1189.33,66.28,29/12/2022,43:12.5
1278,16599.98,1199.19,67.91,31/12/2022,43:37.2
1279,16531.83,1195.25,70.1,1/1/2023,43:37.3
1280,16627.36,1199.73,66.62,30/12/2022,43:38.0
1281,16611.9,1199.97,70.88,2/1/2023,43:38.7
1282,16825.53,1250.87,74.2,6/1/2023,43:39.1
1283,16668.95,1214.21,75.52,4/1/2023,43:39.5
1284,16844.4,1256.35,75.4,5/1/2023,43:39.6
1285,16666.86,1213.77,74.71,3/1/2023,43:39.6
1286,16948,1268.94,75.9,7/1/2023,43:39.9
1287,17125.17,1289.73,78.09,9/1/2023,43:40.2
1288,16942.37,1263.84,76.36,8/1/2023,43:40.4
1289,17177.94,1320,81.6,10/1/2023,43:40.6
1290,17904.83,1389.21,84.08,12/1/2023,43:40.8
1291,18847.77,1416.05,86.08,13/1/2023,43:41.2
1292,17443.5,1335.69,80.86,11/1/2023,43:41.3
1293,19893.25,1449.38,85.99,14/1/2023,43:41.4
1294,21191.46,1577.01,85.91,17/1/2023,44:08.6
1295,21135.01,1565.52,87.02,18/1/2023,44:08.6
1296,20656.52,1508.87,82.62,19/1/2023,44:09.1
1297,20956.2,1550.06,87.84,15/1/2023,44:09.2
1298,20879.67,1552.83,87.37,16/1/2023,44:09.2
1299,22671.09,1658.36,90.29,21/1/2023,44:09.4
1300,22714.81,1628.01,87.58,23/1/2023,44:10.8
1301,22789.34,1626.83,87.93,22/1/2023,44:10.8
1302,21084.05,1550.96,84.23,20/1/2023,44:10.8
1303,22636.19,1556.1,87.24,25/1/2023,44:10.8
1304,22920.67,1626.71,89.96,24/1/2023,44:10.8
1305,23011.37,1601.14,87.53,27/1/2023,44:10.8
1306,23062.36,1612.64,89.44,26/1/2023,44:10.9
1307,23029.56,1572.4,89.7,29/1/2023,44:12.3
1308,23084.38,1598.14,88.91,28/1/2023,44:12.3
1309,23744.34,1644.79,94.87,30/1/2023,44:12.4
1310,23127.15,1585.32,94.12,1/2/2023,44:38.9
1311,23433.47,1663.63,99.89,4/2/2023,44:39.6
1312,22836.03,1566.23,91.35,31/1/2023,44:39.9
1313,23329.47,1666.83,98.49,5/2/2023,44:40.2
1314,23735.97,1642.06,100.33,2/2/2023,44:40.5
1315,22748.11,1613.26,95.88,7/2/2023,44:40.6
1316,23497.29,1643.14,98.64,3/2/2023,44:40.6
1317,23244.64,1671.27,100.84,8/2/2023,44:41.4
1318,22936.34,1629.44,96.69,6/2/2023,44:41.7
1319,21800.62,1545.64,92.11,10/2/2023,44:42.0
1320,21628.97,1513.04,93.29,11/2/2023,44:42.0
1321,22963.91,1650.65,99.23,9/2/2023,44:42.0
1322,21863.73,1538.85,94.3,12/2/2023,44:42.0
1323,22206.26,1556.52,95.87,15/2/2023,44:43.1
1324,21789,1506.29,91.14,14/2/2023,44:43.1
1325,21789.79,1515.24,92.49,13/2/2023,44:43.1
1326,23344.12,1630.2,98.22,17/2/2023,45:08.7
1327,24635.85,1691.81,99.75,19/2/2023,45:09.0
1328,24577.6,1694.32,100.14,18/2/2023,45:09.2
1329,24326.95,1674.8,102.88,16/2/2023,45:09.6
1330,24844.21,1703.62,95.88,21/2/2023,45:10.2
1331,24454.08,1659.76,93.81,22/2/2023,45:10.7
1332,24278.81,1680.42,97.43,20/2/2023,45:11.2
1333,23943.32,1650.62,94.62,24/2/2023,45:11.2
1334,24184.9,1642.99,95.27,23/2/2023,45:11.3
1335,23186.88,1609.05,91.59,25/2/2023,45:11.7
1336,23159.71,1594.5,93.15,26/2/2023,45:11.9
1337,23556.83,1641.34,95.24,27/2/2023,45:12.1
1338,23490.01,1633.22,94.06,28/2/2023,45:12.1
1339,23632.12,1665.2,97.75,2/3/2023,45:13.3
1340,23144.37,1605.59,93.8,1/3/2023,45:13.3
1341,23477.28,1649.28,95.49,3/3/2023,45:13.3
1342,22410.13,1565.82,87.36,7/3/2023,45:39.6
1343,22431.99,1564.8,89.94,6/3/2023,45:39.6
1344,22358.18,1569.55,90.6,4/3/2023,45:40.2
1345,21699.41,1532.11,82.72,9/3/2023,45:40.2
1346,20619.34,1483.62,69.73,12/3/2023,45:41.9
1347,24761.61,1704.9,84.29,15/3/2023,45:41.9
1348,22349.74,1566.72,89.35,5/3/2023,45:41.9
1349,22216.02,1592.04,76.89,13/3/2023,45:42.0
1350,20369.78,1437.39,76.83,10/3/2023,45:42.0
1351,24220,1681.93,81.9,14/3/2023,45:42.0
1352,22281.55,1561.61,86.64,8/3/2023,45:42.0
1353,20230.07,1432.15,71.67,11/3/2023,45:42.0
1354,24377.16,1656.7,76.76,16/3/2023,45:43.0
1355,26980.35,1763.88,83.22,19/3/2023,45:43.1
1356,25052.11,1677.36,79.04,17/3/2023,45:43.1
1357,27453.75,1793.61,85.72,18/3/2023,45:44.2
1358,28058.15,1786.37,84.56,20/3/2023,46:09.5
1359,28352.95,1817.27,93.88,24/3/2023,46:10.4
1360,27489.24,1751.79,94.42,25/3/2023,46:11.0
1361,27822.85,1739.28,78.32,21/3/2023,46:11.0
1362,28201.22,1806.79,82.74,22/3/2023,46:11.2
1363,27489.56,1743.69,91.6,26/3/2023,46:11.2
1364,27324.05,1738.99,87.46,23/3/2023,46:11.8
1365,27142.85,1716.13,89.3,28/3/2023,46:11.8
1366,27995.27,1775.85,93.41,27/3/2023,46:12.0
1367,27274.18,1773.82,89.16,29/3/2023,46:12.0
1368,28188.34,1795.41,92.89,3/4/2023,46:13.0
1369,28471.03,1821.69,92.6,2/4/2023,46:13.0
1370,28475.41,1822.11,89.59,1/4/2023,46:13.1
1371,28359.54,1793.4,91.32,30/3/2023,46:13.1
1372,28034.88,1793.68,89.09,31/3/2023,46:13.1
1373,27809.55,1810.91,92.99,4/4/2023,46:13.3
1374,28052.74,1873.28,91,7/4/2023,46:39.9
1375,27930.12,1865.02,90.66,8/4/2023,46:40.5
1376,28342.28,1859.85,90.65,10/4/2023,46:40.8
1377,28175.27,1910.59,92.68,6/4/2023,46:40.9
1378,28178.66,1871.19,92.63,5/4/2023,46:40.9
1379,27958.19,1849.83,89.95,9/4/2023,46:41.7
1380,30227.18,1891.78,94.32,12/4/2023,46:41.7
1381,30410.03,2014.12,94.26,14/4/2023,46:42.2
1382,30492.91,2101.81,96.39,15/4/2023,46:42.5
1383,29912.2,1918.9,92.16,13/4/2023,46:42.7
1384,30325.07,2092.44,96.8,16/4/2023,46:42.8
1385,29657.7,1911.22,93.84,11/4/2023,46:43.0
1386,30321.41,2120.01,100.37,17/4/2023,46:43.0
1387,29449.91,2075.63,98.91,18/4/2023,46:43.2
1388,30394.5,2104.54,101.95,19/4/2023,46:43.3
1389,28809.71,1934.63,90.44,20/4/2023,46:44.4
1390,28248.18,1942.91,90.23,21/4/2023,47:10.7
1391,27252.96,1848.21,85.34,22/4/2023,47:10.7
1392,27820.99,1874.48,87.07,23/4/2023,47:10.8
1393,28304.42,1866.22,91.05,26/4/2023,47:11.3
1394,27592.7,1861.91,86.79,24/4/2023,47:12.3
1395,29486.97,1908.92,89.75,28/4/2023,47:12.3
1396,28387.07,1862.08,88.19,27/4/2023,47:12.3
1397,27513.85,1842.11,88.33,25/4/2023,47:12.3
1398,29039.36,1905.89,88.92,4/5/2023,47:14.0
1399,28077.44,1831.36,86.75,2/5/2023,47:14.0
1400,29249.24,1908.96,91.11,30/4/2023,47:14.0
1401,28683.41,1871.27,88.24,3/5/2023,47:14.0
1402,29240.49,1870.67,88.27,1/5/2023,47:14.0
1403,29339.47,1892.43,89.69,29/4/2023,47:14.0
1404,29538.87,1995.77,88.7,6/5/2023,47:14.3
1405,28857.88,1878.25,88.43,5/5/2023,47:15.0
1406,28901.3,1900.12,83.44,7/5/2023,47:40.1
1407,28472.68,1873.28,83.5,8/5/2023,47:40.1
1408,27621.5,1842.33,80.99,11/5/2023,47:41.2
1409,27693.24,1849.11,77.8,9/5/2023,47:41.7
1410,26986.79,1795.22,80.93,12/5/2023,47:42.8
1411,26929.98,1800,83.54,15/5/2023,47:42.9
1412,26786.99,1796.01,80.29,14/5/2023,47:42.9
1413,26808.8,1808.24,80.48,13/5/2023,47:43.3
1414,27647.29,1847.5,79.95,10/5/2023,47:43.3
1415,27165.26,1816.8,86.93,16/5/2023,47:43.6
1416,27037.72,1824.57,90,17/5/2023,47:43.6
1417,26819.64,1800.61,90.26,19/5/2023,47:44.3
1418,27407.76,1822.46,93.88,18/5/2023,47:44.3
1419,26890.27,1812.84,91.77,20/5/2023,47:44.5
1420,27113.97,1819.9,92.45,21/5/2023,47:44.5
1421,26751,1805.35,92.2,22/5/2023,47:44.7
1422,27222.86,1854.75,91.7,24/5/2023,48:10.4
1423,26479.15,1805.76,86.59,26/5/2023,48:11.5
1424,26870.13,1830.6,88.59,28/5/2023,48:12.3
1425,26321.42,1799.79,85.83,25/5/2023,48:12.4
1426,26854.09,1817.76,90.86,23/5/2023,48:13.0
1427,26711.56,1828.32,87.1,27/5/2023,48:13.1
1428,28070.04,1909.1,91.49,29/5/2023,48:13.4
1429,27700.68,1901.1,92.29,31/5/2023,48:13.9
1430,26827.73,1862.33,94.17,2/6/2023,48:14.0
1431,27744.81,1893.18,90.89,30/5/2023,48:14.1
1432,27252.67,1907.44,95.48,3/6/2023,48:14.4
1433,27221.54,1874.08,90.44,1/6/2023,48:14.6
1434,27122.03,1890.22,94.19,5/6/2023,48:14.8
1435,27078.27,1892.62,96.04,4/6/2023,48:14.9
1436,27243.45,1884.93,90.94,7/6/2023,48:15.1
1437,25741.5,1811.21,87.74,6/6/2023,48:15.2
1438,26505.71,1846.21,88.53,9/6/2023,48:40.6
1439,26482.8,1840.46,89.36,10/6/2023,48:40.8
1440,26347.09,1832.43,88.87,8/6/2023,48:41.6
1441,25123.41,1650.84,73.16,15/6/2023,48:42.8
1442,25856.1,1752.32,77.23,11/6/2023,48:42.9
1443,25905.99,1742.69,77.5,13/6/2023,48:43.0
1444,25929.35,1739.51,77.5,14/6/2023,48:43.1
1445,25936.98,1753.1,77.7,12/6/2023,48:43.1
1446,25569.99,1665.17,74.54,16/6/2023,48:43.5
1447,26507.97,1727.15,76.87,18/6/2023,48:44.5
1448,26336.46,1720.4,77.15,19/6/2023,48:44.5
1449,26329.6,1716.71,76.08,17/6/2023,48:44.5
1450,28271.67,1792.71,80.38,21/6/2023,48:44.5
1451,29999.85,1889.46,85.04,22/6/2023,48:44.7
1452,26839.04,1736.45,77.43,20/6/2023,48:44.7
1453,29886.25,1872.13,85.99,23/6/2023,48:44.7
1454,30445.67,1851.98,84.72,30/6/2023,49:12.7
1455,30480.24,1899.8,88.22,26/6/2023,49:12.7
1456,30547.3,1875.88,89.79,25/6/2023,49:12.7
1457,30709.59,1893.74,91.3,24/6/2023,49:12.8
1458,30716.93,1890.49,88.12,28/6/2023,49:12.9
1459,30074.93,1826.43,82.91,29/6/2023,49:14.6
1460,30272.24,1859.19,87.2,27/6/2023,49:14.6
1461,31162.71,1955.76,107.27,4/7/2023,49:14.6
1462,30587.22,1924.14,107.11,2/7/2023,49:14.6
1463,30466.73,1933.7,108.7,1/7/2023,49:14.7
1464,30499.27,1910.15,102.58,6/7/2023,49:14.7
1465,30613.57,1937.28,113.61,3/7/2023,49:14.7
1466,30772.93,1936.44,104.3,5/7/2023,49:14.9
1467,30350.35,1870.9,98.24,8/7/2023,49:15.1
1468,29715.87,1825.38,94.14,7/7/2023,49:16.1
1469,30291.69,1865.56,97.79,9/7/2023,49:16.1
1470,30168.26,1862.99,95.12,10/7/2023,49:41.0
1471,30624.65,1878.58,96.79,12/7/2023,49:41.6
1472,30419.89,1880.62,96.77,11/7/2023,49:41.6
1473,30330.93,1938.99,95.18,15/7/2023,49:42.1
1474,30383.26,1871.65,96.2,13/7/2023,49:42.5
1475,29916.69,1888.65,91.99,20/7/2023,49:43.4
1476,30247.56,1923.21,92.91,17/7/2023,49:43.5
1477,29861.92,1897.72,91.42,19/7/2023,49:43.5
1478,31471.83,2005.95,101.93,14/7/2023,49:43.8
1479,29809.13,1891.76,92.38,21/7/2023,49:44.0
1480,30302.01,1931.89,94.8,16/7/2023,49:44.0
1481,29907.15,1891.92,94.09,22/7/2023,49:44.3
1482,29793.62,1866.61,92.06,23/7/2023,49:44.4
1483,29176.98,1849.68,89.15,25/7/2023,49:45.0
1484,30099.99,1888.64,93.15,24/7/2023,49:45.0
1485,30143.08,1911.26,92.22,18/7/2023,49:45.0
1486,29214.93,1860.87,90.58,28/7/2023,50:12.9
1487,29316.05,1874.01,91.44,29/7/2023,50:13.0
1488,29225.11,1857.29,89.45,26/7/2023,50:13.0
1489,29350.88,1871.92,90.61,27/7/2023,50:13.0
1490,29230.61,1856.09,92.25,1/8/2023,50:13.0
1491,29356.65,1880.88,94.35,30/7/2023,50:13.1
1492,29280.41,1861.65,94.01,31/7/2023,50:13.1
1493,29163.87,1838.91,87.49,3/8/2023,50:13.2
1494,29699.25,1872.78,93.9,2/8/2023,50:14.7
1495,29047.33,1834.66,83.04,6/8/2023,50:14.9
1496,29174.84,1834.34,82.48,4/8/2023,50:14.9
1497,29179.28,1826.9,82.42,8/8/2023,50:16.7
1498,29040.01,1827.49,82.45,7/8/2023,50:16.7
1499,29562.76,1854.09,84.02,10/8/2023,50:16.7
1500,29770.01,1855.71,83.85,9/8/2023,50:16.7
1501,29077.04,1827.3,82.09,5/8/2023,50:16.7
1502,29424.04,1850.38,83.06,11/8/2023,50:41.4
1503,29400.45,1846.77,83.5,12/8/2023,50:42.2
1504,29170.13,1827.19,79.18,16/8/2023,50:42.4
1505,29417.19,1849.08,83.44,13/8/2023,50:42.5
1506,29275.78,1838.98,81.85,14/8/2023,50:42.6
1507,29405.49,1844,82.03,15/8/2023,50:44.3
1508,26627.21,1681.46,64.8,18/8/2023,50:44.4
1509,26096.4,1669.65,64.15,20/8/2023,50:44.4
1510,28700.51,1805.51,74.48,17/8/2023,50:44.4
1511,26048.9,1661.28,63.94,19/8/2023,50:44.5
1512,26137.99,1667.2,67.35,22/8/2023,50:44.6
1513,26163.49,1660.41,64.86,25/8/2023,50:45.7
1514,26189.36,1685.36,65.28,21/8/2023,50:45.7
1515,26049.4,1652.77,65.1,26/8/2023,50:45.7
1516,26427.73,1679.21,65.62,24/8/2023,50:45.8
1517,26041.94,1634.32,64.77,23/8/2023,50:45.8
1518,26009.62,1646.26,64.98,27/8/2023,51:11.8
1519,26101.03,1651.93,65.46,29/8/2023,51:12.5
1520,26091.16,1657.5,65.35,28/8/2023,51:13.1
1521,27306.06,1705.46,67.65,31/8/2023,51:13.6
1522,25931.51,1645.58,63.89,1/9/2023,51:13.7
1523,25867.82,1636.83,64.58,3/9/2023,51:14.6
1524,25969.83,1635.65,63.92,4/9/2023,51:14.8
1525,25795.61,1628.46,62.94,2/9/2023,51:14.9
1526,25782.49,1633.85,63.14,6/9/2023,51:15.1
1527,27717.15,1729.26,68.87,30/8/2023,51:15.1
1528,25747.63,1632.09,62.84,7/9/2023,51:15.4
1529,26276.38,1647.44,63.7,8/9/2023,51:15.4
1530,25906.33,1635.94,62.6,9/9/2023,51:16.2
1531,25816.14,1629.75,63.78,5/9/2023,51:16.2
1532,25897.82,1635.66,63.06,10/9/2023,51:16.2
1533,25831.77,1616.68,61.1,11/9/2023,51:16.2
1534,25839.95,1592.92,59.97,13/9/2023,51:43.0
1535,26532.5,1627.17,62.83,15/9/2023,51:43.4
1536,26601.71,1641.48,65.89,16/9/2023,51:43.5
1537,26569.69,1634.87,65.43,17/9/2023,51:44.0
1538,26227.16,1608.06,61.94,14/9/2023,51:44.1
1539,25152.13,1551.33,58.85,12/9/2023,51:44.1
1540,26530.96,1622.93,63.59,18/9/2023,51:44.5
1541,27216.52,1643.41,67.3,20/9/2023,51:44.8
1542,26764.03,1636.93,65.88,19/9/2023,51:45.1
1543,26564.54,1583.86,64.71,22/9/2023,51:45.3
1544,26578.4,1593.04,64.38,23/9/2023,51:45.3
1545,27122.65,1622.26,64.58,21/9/2023,51:46.3
1546,26248.17,1580.59,63.57,25/9/2023,51:46.3
1547,26579.59,1593.84,65.12,24/9/2023,51:46.3
1548,26296.07,1587.75,64.32,26/9/2023,51:46.4
1549,26208.43,1593.19,63.76,27/9/2023,51:46.5
1550,26357.56,1597.65,63.52,28/9/2023,52:13.2
1551,27027.44,1652.94,65.22,29/9/2023,52:13.4
1552,27995.46,1733.42,68.4,2/10/2023,52:14.5
1553,26905.57,1667.2,65.54,30/9/2023,52:14.8
1554,26961,1670.84,65.97,1/10/2023,52:15.0
1555,27428.96,1657.91,65.52,4/10/2023,52:15.3
1556,27786.12,1646.58,64.4,5/10/2023,52:15.4
1557,27413.15,1611.78,64.81,6/10/2023,52:15.4
1558,27945.17,1645.9,65.53,7/10/2023,52:16.1
1559,27976.44,1634.64,65.5,8/10/2023,52:16.4
1560,27504.03,1662.62,66,3/10/2023,52:16.4
1561,27596.67,1580.13,63.09,10/10/2023,52:16.7
1562,27933.54,1633.77,65.42,9/10/2023,52:16.7
1563,27393.28,1567.63,63.76,11/10/2023,52:16.9
1564,26867.97,1566.45,61.55,12/10/2023,52:17.1
1565,26752.06,1539.26,61.13,13/10/2023,52:17.6
1566,26863.54,1552.03,61.57,14/10/2023,52:43.8
1567,27186.13,1558.01,61.57,16/10/2023,52:44.2
1568,28520.24,1600.03,63.24,17/10/2023,52:44.2
1569,28408.51,1565.25,62.09,18/10/2023,52:46.0
1570,29925.91,1629.37,64.77,22/10/2023,52:46.2
1571,28326.24,1563.66,60.22,19/10/2023,52:46.2
1572,30004.14,1664.43,65.3,23/10/2023,52:46.6
1573,29684.73,1604.94,63.42,21/10/2023,52:46.6
1574,26851.71,1554.98,61.62,15/10/2023,52:46.7
1575,28734.51,1567.5,61.8,20/10/2023,52:47.1
1576,33921.66,1785.06,69.14,25/10/2023,52:47.3
1577,33079.72,1766.24,69.04,24/10/2023,52:48.4
1578,33905.96,1779.78,66.97,28/10/2023,52:48.4
1579,34504.33,1787.58,68.74,26/10/2023,52:48.4
1580,34153.35,1804.29,68.76,27/10/2023,52:48.4
1581,34085.42,1776.48,67.74,29/10/2023,52:48.6
1582,34656.38,1815.14,68.91,1/11/2023,53:13.2
1583,34954.6,1801.31,69.44,3/11/2023,53:14.3
1584,34534.48,1795.63,68.84,30/10/2023,53:14.5
1585,35440.1,1847.74,69.96,2/11/2023,53:15.1
1586,35035.79,1893.13,71.66,6/11/2023,53:15.7
1587,34730.32,1833.64,69.5,4/11/2023,53:16.2
1588,34493.51,1809.67,69.25,31/10/2023,53:16.3
1589,35087.43,1857.17,70.51,5/11/2023,53:16.6
1590,35555.16,1888.86,73.1,9/11/2023,53:16.7
1591,36704.01,2120.88,73.86,10/11/2023,53:16.9
1592,35416.63,1885.93,73.44,8/11/2023,53:17.0
1593,37086.5,2046.06,74.94,13/11/2023,53:18.1
1594,37139.94,2053.94,75.29,12/11/2023,53:18.1
1595,37324.84,2078.57,73.31,11/11/2023,53:18.1
1596,35059.46,1901.67,74.46,7/11/2023,53:18.1
1597,36475.68,2054.31,71.11,14/11/2023,53:19.0
1598,35554.1,1979.45,70.63,15/11/2023,53:43.7
1599,37885.35,2059.46,74.17,16/11/2023,53:43.9
1600,36631.56,1961.53,70.33,18/11/2023,53:44.2
1601,36161.15,1961.66,70.99,17/11/2023,53:44.3
1602,37389.06,2012.68,70.61,20/11/2023,53:44.8
1603,37472.76,2022.56,69.57,21/11/2023,53:45.3
1604,37424.31,2063.95,68.73,23/11/2023,53:45.7
1605,35633,1929.26,66.03,22/11/2023,53:45.7
1606,36596.14,1963.75,69.92,19/11/2023,53:46.3
1607,37304.04,2062.51,69.52,24/11/2023,53:46.6
1608,37806.84,2084,71.91,26/11/2023,53:46.7
1609,37241.64,2027.46,69.24,28/11/2023,53:47.5
1610,37462.01,2063.13,70.06,27/11/2023,53:47.6
1611,37838.26,2048.94,69.81,29/11/2023,53:47.6
1612,37746.29,2082.74,70.58,25/11/2023,53:47.6
1613,37864.79,2029.14,70.02,30/11/2023,53:48.6
1614,37732.27,2053.08,69.44,1/12/2023,54:14.0
1615,38706.55,2088.43,71.63,2/12/2023,54:14.6
1616,39983.6,2192.41,72.34,4/12/2023,54:15.1
1617,44086.33,2293.96,74.44,6/12/2023,54:16.1
1618,43766.41,2233.08,72.42,7/12/2023,54:16.1
1619,41985.53,2243.25,72.91,5/12/2023,54:16.6
1620,44192.86,2359.01,78.53,9/12/2023,54:16.6
1621,43281.11,2356.4,74.05,8/12/2023,54:16.7
1622,39467.42,2165.85,72.24,3/12/2023,54:17.1
1623,43722.84,2341.48,76.36,10/12/2023,54:17.1
1624,43793.67,2352.71,77.19,11/12/2023,54:17.4
1625,41477.6,2202.39,72.35,13/12/2023,54:17.5
1626,41229.61,2224.15,72.65,12/12/2023,54:17.5
1627,42887.39,2260.69,73.17,14/12/2023,54:17.7
1628,41934.84,2220.44,70.94,16/12/2023,54:18.8
1629,43027.77,2315.81,72.97,15/12/2023,54:18.8
1630,42235.23,2227.19,72.17,17/12/2023,54:44.2
1631,41349.59,2194.45,71.15,18/12/2023,54:44.2
1632,42650.01,2218.58,70.86,19/12/2023,54:44.3
1633,43875.56,2239.92,70.93,22/12/2023,54:46.1
1634,43673.11,2201.93,69.82,21/12/2023,54:46.2
1635,43605,2271.42,72.26,26/12/2023,54:46.2
1636,42266.25,2177.32,70.71,20/12/2023,54:46.2
1637,42521.21,2230.93,73.25,27/12/2023,54:46.2
1638,43728.36,2309.51,72.5,24/12/2023,54:46.3
1639,44033.84,2326.49,73.65,23/12/2023,54:46.3
1640,43469.06,2380.54,76.03,28/12/2023,54:46.5
1641,42581.23,2345.08,76.54,29/12/2023,54:47.5
1642,43025.02,2265.45,71.16,25/12/2023,54:47.5
1643,42064.22,2299.17,73.21,30/12/2023,54:47.5
1644,42139.32,2291.51,73.24,31/12/2023,54:47.6
